hostname,temp,filesize_mb,date,part_count
lct10,NA,1.16,2/4/2024,1352
lct77,C,4.76,2/4/2024,50688
ctsq90,NA,0.22,2/4/2024,497
5400-043,NA,0.72,2/4/2024,626
5400-043,NA,0.03,2/4/2024,626
STS-236,H,439.03,2/4/2024,7779
MFLX-203,A,1.32,2/4/2024,230
5400-038,H,6.51,2/4/2024,2720
MFLX-203,A,1.66,2/4/2024,192
STS-010,C,20.12,2/4/2024,592
MFLX-035,A,0.52,2/4/2024,124
STS-122,C,37.91,2/4/2024,1273
5400-034,NA,0.72,2/4/2024,631
5400-034,NA,0.03,2/4/2024,631
MFLX-139,NA,30.55,2/4/2024,148
MFLX-110,NA,52.11,2/4/2024,3223
STS-129,C,26.23,2/4/2024,861
MFLX-018,NA,44.19,2/4/2024,227
MFLX-075,A,0.52,2/4/2024,196
STS-134,C,69.18,2/4/2024,2254
MFLX-115,C,47.28,2/4/2024,1484
5400-013,H,6.46,2/4/2024,16982
UFLX-062,A,4.98,2/4/2024,783
MFLX-066,NA,33.32,2/4/2024,197
STS-121,C,54.05,2/4/2024,6547
MFLX-060,C,21.84,2/4/2024,2625
STS-095,C,71.87,2/4/2024,2254
MFLX-060,C,21.71,2/4/2024,2649
MFLX-186,NA,20.98,2/4/2024,3604
MFLX-186,NA,21.59,2/4/2024,3681
MFLX-196,A,60.82,2/4/2024,11819
STS-100,C,69.88,2/4/2024,2254
STS-122,C,30.94,2/4/2024,982
5400-029,A,7.98,2/4/2024,649
RFLX-007,A,42,2/4/2024,500
STS-287,H,1265.47,2/4/2024,22462
5400-019,NA,5.6,2/4/2024,320
MFLX-054,A,8.57,2/4/2024,12480
5400-026,H,1.98,2/4/2024,2014
5400-026,H,0.03,2/4/2024,2014
UFLX-057,A,8,2/4/2024,886
cts49,NA,0.12,2/4/2024,223
STS-360,A,57.73,2/4/2024,3267
lct01,NA,8.6,2/4/2024,3958
hscq33,NA,0.24,2/4/2024,250
5400-025,A,2.2,2/4/2024,426
MFLX-038,H,151.57,2/4/2024,39810
STS-286,H,136.61,2/4/2024,2450
lct51,NA,0.02,2/4/2024,189
MFLX-108,C,3.83,2/4/2024,1445
STS-306,H,13.84,2/4/2024,822
lct51,NA,0.37,2/4/2024,4032
STS-368,A,12.78,2/4/2024,1420
STS-032,NA,4.17,2/4/2024,9896
MFLX-203,A,100.91,2/4/2024,14818
STS-382,C,36.27,2/4/2024,1253
STS-306,H,5.13,2/4/2024,418
STS-389,A,32.23,2/4/2024,186
STS-394,C,22.3,2/4/2024,642
MFLX-120,A,109.66,2/4/2024,4754
STS-001A,H,643.44,2/4/2024,16506
MFLX-035,A,44.81,2/4/2024,8407
MFLX-049,A,283.59,2/4/2024,2106
MFLX-115,C,39.38,2/4/2024,1229
STS-092,C,72.58,2/4/2024,2254
STS-122,C,46.34,2/4/2024,1527
STS-250,H,80.37,2/4/2024,1470
5400-034,NA,0.72,2/4/2024,644
5400-034,NA,0.03,2/4/2024,644
MFLX-162,NA,6.62,2/4/2024,1091
STS-120,C,69.73,2/4/2024,2254
STS-128,C,71.47,2/4/2024,2254
STS-346,A,30.2,2/4/2024,1644
MFLX-186,NA,21.14,2/4/2024,3709
STS-134,C,70.8,2/4/2024,2254
MFLX-139,NA,23.95,2/4/2024,124
MFLX-167,H,9.38,2/4/2024,3082
MFLX-215,A,18.97,2/4/2024,1040
STS-095,C,73.1,2/4/2024,2254
5400-013,H,6.4,2/4/2024,19622
hscq27,NA,8.12,2/4/2024,9056
5400-036,H,9.2,2/4/2024,7788
5400-028,NA,3.1,2/4/2024,281
STS-125,A,204.23,2/4/2024,64803
TROOS_03,NA,0.28,2/4/2024,112
STS-132,C,70.58,2/4/2024,2254
MFLX-180,A,19.59,2/4/2024,1040
5400-016,A,6.92,2/4/2024,125
MFLX-145,C,276.44,2/4/2024,1334
5400-026,H,1.88,2/4/2024,2023
5400-026,H,0.03,2/4/2024,2023
ate01,A,0.23,2/4/2024,125
lct51,NA,0.02,2/4/2024,189
STS-037,A,301.86,2/4/2024,49837
5400-043,NA,0.03,2/4/2024,619
5400-043,NA,0.73,2/4/2024,619
ctsq29,A,0.89,2/4/2024,188
STS-368,A,5.46,2/4/2024,605
ctsq29,A,0.88,2/4/2024,188
cts56,NA,0.63,2/4/2024,1085
MFLX-182,A,1.27,2/4/2024,182
MFLX-160,A,1.9,2/4/2024,384
STS-306,H,0.51,2/4/2024,147
MFLX-062,C,57.88,2/4/2024,2822
5400-041,C,0.81,2/4/2024,486
MFLX-160,A,27.76,2/4/2024,4624
STS-272,C,624.21,2/4/2024,21126
5400-038,H,6.45,2/4/2024,5373
MFLX-070,C,2.04,2/4/2024,384
5400-034,NA,0.73,2/4/2024,621
5400-034,NA,0.03,2/4/2024,621
UFLX-062,A,0.85,2/4/2024,125
MFLX-162,NA,4.64,2/4/2024,1144
MFLX-115,C,86.83,2/4/2024,2724
lct46,NA,24.03,2/4/2024,12176
STS-100,C,70.13,2/4/2024,2254
STS-240,C,349.75,2/4/2024,11831
STS-092,C,71.18,2/4/2024,2254
STS-129,C,44.81,2/4/2024,1397
STS-240,C,3.44,2/4/2024,108
STS-120,C,70.88,2/4/2024,2254
MFLX-186,NA,21.84,2/4/2024,3779
STS-128,C,71.42,2/4/2024,2254
MFLX-121,H,6.19,2/4/2024,438
STS-122,C,22.92,2/4/2024,727
STS-122,C,70.51,2/4/2024,2254
STS-131,H,112.44,2/4/2024,16128
MFLX-162,NA,5.56,2/4/2024,1452
STS-014,C,18.11,2/4/2024,559
STS-134,C,70.66,2/4/2024,2254
MFLX-216,A,26.68,2/4/2024,946
TROOS_03,NA,0.33,2/4/2024,256
STS-125,A,2.67,2/4/2024,900
UFLX-028,H,30.51,2/4/2024,1428
MFLX-213,A,30.72,2/4/2024,1698
MFLX-184,H,25.5,2/4/2024,2911
MFLX-144,A,25.96,2/4/2024,4312
STS-132,C,68.95,2/4/2024,2254
MFLX-057,H,0.13,2/4/2024,148
STS-305,A,202.96,2/4/2024,11269
RFLX-008,A,14.56,2/4/2024,4117
STS-400,C,88.58,2/4/2024,3066
STS-020,A,31.75,2/4/2024,18304
ate01,A,3.88,2/4/2024,2251
MFLX-033,A,11.23,2/4/2024,1470
cts07,NA,0.09,2/4/2024,125
STS-360,A,212.04,2/4/2024,11597
cts32,NA,0.68,2/4/2024,955
lct21,C,0.63,2/4/2024,782
hscq33,NA,0.25,2/4/2024,250
pilct01,NA,0.04,2/4/2024,301
ctsq76,NA,1.71,2/4/2024,444
MFLX-182,H,1.18,2/4/2024,179
STS-037,A,9.99,2/4/2024,2581
5400-043,NA,0.74,2/4/2024,608
5400-043,NA,0.03,2/4/2024,608
lct51,NA,0.02,2/4/2024,189
5400-039,A,2.38,2/4/2024,339
hscq49,NA,0.89,2/4/2024,266
STS-237,H,38.1,2/4/2024,841
UFLX-076,A,21.88,2/4/2024,118
STS-382,C,32.64,2/4/2024,1135
STS-392,H,19.9,2/4/2024,345
5400-038,H,6.49,2/4/2024,7999
STS-394,C,596.32,2/4/2024,8032
MFLX-110,NA,53.37,2/4/2024,3228
STS-095,C,72.18,2/4/2024,2254
5400-013,H,6.45,2/4/2024,22265
STS-129,C,72.66,2/4/2024,2254
5400-034,NA,0.74,2/4/2024,614
5400-034,NA,0.03,2/4/2024,614
STS-100,C,69.6,2/4/2024,2254
MFLX-018,NA,39.95,2/4/2024,205
MFLX-162,NA,2.42,2/4/2024,755
STS-128,C,72.14,2/4/2024,2254
STS-120,C,69.28,2/4/2024,2254
hscq27,NA,8.12,2/4/2024,9056
MFLX-060,C,21.61,2/4/2024,2627
MFLX-057,H,7.63,2/4/2024,9294
STS-092,C,72.96,2/4/2024,2254
STS-251,C,196.72,2/4/2024,6616
MFLX-023,NA,4.52,2/4/2024,329
MFLX-093,A,0.63,2/4/2024,384
5400-036,H,4.08,2/4/2024,9743
MFLX-186,NA,21.47,2/4/2024,3685
STS-122,C,69.73,2/4/2024,2254
MFLX-121,H,9.71,2/4/2024,610
TROOS_03,NA,0.18,2/4/2024,148
STS-157,NA,0.48,2/4/2024,108
STS-157,NA,0.38,2/4/2024,102
STS-301,A,24.25,2/4/2024,1205
5400-026,H,2,2/4/2024,2012
5400-026,H,0.03,2/4/2024,2012
MFLX-054,H,8.26,2/4/2024,12575
STS-110,H,13.07,2/4/2024,2065
MFLX-079,A,4.76,2/4/2024,300
MFLX-097,A,47.74,2/4/2024,6258
lct29,NA,0.02,2/4/2024,196
MFLX-145,C,6.33,2/4/2024,125
MFLX-225,A,68.93,2/4/2024,694
lct21,C,0.12,2/4/2024,134
lct67,NA,0.13,2/4/2024,457
lct51,NA,0.47,2/4/2024,3817
lct51,NA,0.02,2/4/2024,189
STS-255,H,378.03,2/4/2024,26857
hscq49,NA,0.3,2/4/2024,125
lct90,NA,0.64,2/4/2024,500
STS-037,A,1.26,2/4/2024,200
5400-043,NA,0.03,2/4/2024,610
5400-043,NA,0.74,2/4/2024,610
STS-302,A,405.17,2/4/2024,240
STS-032,NA,19.32,2/4/2024,46187
STS-315,A,3.08,2/4/2024,541
5400-025,A,1.2,2/4/2024,200
STS-389,A,69.88,2/4/2024,539
STS-274,C,617.07,2/4/2024,21050
MFLX-121,H,16.63,2/4/2024,1047
MFLX-162,NA,8.22,2/4/2024,1810
STS-134,C,70.51,2/4/2024,2254
STS-346,A,3.32,2/4/2024,176
STS-095,C,70.67,2/4/2024,2254
MFLX-023,NA,63.81,2/4/2024,3173
5400-034,NA,0.73,2/4/2024,620
5400-034,NA,0.03,2/4/2024,620
MFLX-060,C,21.6,2/4/2024,2623
MFLX-215,A,15.84,2/4/2024,780
5400-013,H,6.39,2/4/2024,24865
STS-129,C,71.73,2/4/2024,2254
MFLX-076,NA,0.27,2/4/2024,108
STS-092,C,72.34,2/4/2024,2254
MFLX-076,NA,46.65,2/4/2024,35217
STS-100,C,69.4,2/4/2024,2254
lct25,A,0.39,2/4/2024,1378
MFLX-186,NA,21.27,2/4/2024,3629
UFLX-030,A,14.32,2/4/2024,963
5400-035,NA,1.94,2/4/2024,1008
MFLX-139,NA,28.24,2/4/2024,130
STS-131,C,0.48,2/4/2024,179
MFLX-072,NA,3.66,2/4/2024,1072
MFLX-085,H,2.87,2/4/2024,1650
STS-396,H,42.89,2/4/2024,741
STS-081,C,71.19,2/4/2024,2235
STS-157,NA,0.48,2/4/2024,109
UFLX-066,A,126.03,2/4/2024,485
STS-277,H,68.62,2/4/2024,1206
MFLX-126,A,1.06,2/4/2024,442
hscq33,NA,0.21,2/4/2024,125
ctsq89,H,1.03,2/4/2024,353
lct16,NA,0.55,2/4/2024,237
ctsq76,NA,4.28,2/4/2024,541
STS-315,A,3.24,2/4/2024,597
STS-286,H,133.38,2/4/2024,2450
5400-043,NA,0.64,2/4/2024,725
5400-043,NA,0.03,2/4/2024,725
STS-237,H,134.52,2/4/2024,2449
MFLX-203,A,3.04,2/4/2024,524
MFLX-035,A,0.52,2/4/2024,124
5400-013,H,6.34,2/4/2024,27434
MFLX-115,C,6.36,2/4/2024,223
MFLX-140,NA,0.03,2/4/2024,112
lct25,A,1.54,2/4/2024,5529
hscq27,NA,8.13,2/4/2024,9056
STS-128,C,71.63,2/4/2024,2254
MFLX-121,H,16.9,2/4/2024,1045
STS-120,C,70.06,2/4/2024,2254
STS-122,C,68.46,2/4/2024,2254
STS-134,C,70.47,2/4/2024,2254
STS-095,C,71.97,2/4/2024,2254
MFLX-060,C,21.68,2/4/2024,2602
STS-129,C,72.23,2/4/2024,2254
MFLX-186,NA,20.95,2/4/2024,3687
MFLX-186,NA,21.46,2/4/2024,3720
STS-092,C,71.88,2/4/2024,2254
UFLX-077,C,34.94,2/4/2024,344
MFLX-144,A,39.41,2/4/2024,6505
MFLX-184,H,14.17,2/4/2024,1620
5400-036,H,5.19,2/4/2024,2430
STS-301,A,22.9,2/4/2024,1105
MFLX-014,C,86.12,2/4/2024,3369
STS-157,NA,1.42,2/4/2024,326
MFLX-147,H,9.8,2/4/2024,425
STS-015,H,27.53,2/4/2024,551
MFLX-054,H,8.05,2/4/2024,12258
MFLX-079,A,12.97,2/4/2024,719
cts54,NA,0.19,2/4/2024,132
ctsq17,A,0.09,2/4/2024,265
lct69,NA,0.05,2/4/2024,153
hscq14,NA,0.29,2/4/2024,125
lct51,NA,0.06,2/4/2024,189
lct51,NA,1.16,2/4/2024,3816
MFLX-182,A,0.99,2/4/2024,159
lct34,NA,0.11,2/4/2024,200
STS-081,C,69.63,2/4/2024,2235
5400-041,NA,0.64,2/4/2024,376
STS-088,A,34.14,2/4/2024,777
MFLX-160,A,2.2,2/4/2024,381
5400-038,H,6.64,2/4/2024,2818
STS-272,C,176.62,2/4/2024,5970
MFLX-203,A,1.65,2/4/2024,192
STS-244,C,23.77,2/4/2024,612
MFLX-140,NA,0.04,2/4/2024,111
MFLX-162,NA,8.7,2/4/2024,1260
5400-034,A,0.73,2/4/2024,633
5400-034,NA,0.03,2/4/2024,633
5400-013,H,6.61,2/4/2024,30251
MFLX-115,C,7.65,2/4/2024,297
MFLX-115,C,6.55,2/4/2024,250
STS-100,C,68.7,2/4/2024,2254
STS-245,C,657.22,2/4/2024,22241
MFLX-121,H,16.98,2/4/2024,1042
STS-128,C,71.98,2/4/2024,2254
STS-120,C,68.86,2/4/2024,2254
STS-134,C,69.48,2/4/2024,2254
STS-095,C,72.6,2/4/2024,2254
MFLX-186,NA,20.95,2/4/2024,3646
STS-129,C,71.71,2/4/2024,2254
STS-267,C,610.99,2/4/2024,20779
MFLX-060,C,21.73,2/4/2024,2617
STS-268,A,371.48,2/4/2024,21089
RFLX-008,A,2.4,2/4/2024,500
RFLX-004,A,4.19,2/4/2024,1922
5400-036,H,9.23,2/4/2024,6782
STS-132,C,70.53,2/4/2024,2254
STS-277,H,24.93,2/4/2024,464
MFLX-097,A,1.6,2/4/2024,256
ctsq38,NA,0.51,2/4/2024,125
lct11,NA,0.17,2/4/2024,200
lct16,NA,2.47,2/4/2024,3297
MFLX-038,H,0.86,2/4/2024,224
5400-038,H,6.44,2/4/2024,5567
UFLX-077,C,25.93,2/4/2024,125
MFLX-060,C,21.69,2/4/2024,2600
MFLX-162,NA,5.09,2/4/2024,1041
STS-128,C,70.23,2/4/2024,2254
STS-092,C,72.13,2/4/2024,2254
STS-275,C,79.03,2/4/2024,2730
STS-100,C,67.79,2/4/2024,2254
MFLX-121,H,16.95,2/4/2024,1045
STS-284,H,589.5,2/4/2024,10410
MFLX-215,A,8.61,2/4/2024,512
5400-029,A,2.53,2/4/2024,303
RFLX-004,A,1.54,2/4/2024,500
ate01,A,0.23,2/4/2024,125
MFLX-097,A,43.05,2/4/2024,6111
lct29,NA,0.03,2/4/2024,290
lct51,NA,0.06,2/4/2024,189
lct63,A,0.65,2/4/2024,688
lct51,NA,0.04,2/4/2024,125
ctsq89,A,0.6,2/4/2024,200
lct77,NA,0.02,2/4/2024,189
lct38,NA,0.97,2/4/2024,2410
lct51,A,0.07,2/4/2024,192
STS-236,H,350.29,2/4/2024,6193
STS-155,A,50.25,2/4/2024,20867
STS-088,A,19.95,2/4/2024,469
STS-081,C,68.87,2/4/2024,2235
STS-081,C,66.13,2/4/2024,2235
lct25,A,0.05,2/4/2024,192
MFLX-162,NA,3.34,2/4/2024,749
MFLX-023,A,5.48,2/4/2024,500
MFLX-060,C,21.66,2/4/2024,2596
MFLX-186,NA,21.41,2/4/2024,3738
STS-134,C,3.07,2/4/2024,111
STS-247,C,660.32,2/4/2024,22294
MFLX-097,A,1.48,2/4/2024,264
hscq30,NA,0.05,2/4/2024,110
lct29,NA,0.02,2/4/2024,179
lct63,A,0.46,2/4/2024,375
5400-043,NA,0.08,2/4/2024,312
5400-043,NA,0.03,2/4/2024,312
STS-240,C,128.92,2/4/2024,4406
lct46,NA,0,2/4/2024,24352
ltx9m,NA,0.08,2/4/2024,149
ltx15s,NA,0.17,2/4/2024,116
ltx2s,NA,0.46,2/4/2024,116
ltx14s,NA,1.09,2/4/2024,486
ltx14s,NA,0.13,2/4/2024,116
ltx6m,NA,0.44,2/4/2024,116
ltx15s,NA,13.22,2/4/2024,9619
ltx13s,NA,1.2,2/4/2024,554
ltx15s,NA,0.55,2/4/2024,500
ltx13s,NA,0.19,2/4/2024,117
ltx13s,NA,0.19,2/4/2024,116
ltx10s,NA,1.83,2/4/2024,338
ltx6m,NA,1.58,2/4/2024,146
ltx14s,NA,0.3,2/4/2024,116
ltx10s,NA,0.86,2/4/2024,236
ltx10s,NA,0.42,2/4/2024,116
ltx10s,NA,0.88,2/4/2024,1356
ltx14s,NA,0.82,2/4/2024,980
ltx14s,NA,0.15,2/4/2024,348
ltx13s,NA,0.88,2/4/2024,554
ltx2s,NA,0.5,2/4/2024,313
picts10,NA,0.31,2/4/2024,320
MFLX-145,C,7.73,2/4/2024,125
MFLX-220,A,26.69,2/4/2024,125
MFLX-145,C,7.93,2/4/2024,125
MFLX-145,C,33.99,2/4/2024,160
STS-016,H,5.69,2/4/2024,125
STS-101,H,5.69,2/4/2024,125
STS-105,A,4.36,2/4/2024,500
STS-016,H,10.33,2/4/2024,142
STS-019,H,5.69,2/4/2024,125
STS-016,H,5.69,2/4/2024,125
STS-101,H,7.89,2/4/2024,105
STS-019,H,8.11,2/4/2024,108
STS-016,H,82.17,2/4/2024,5439
STS-101,H,75.1,2/4/2024,4970
STS-013,H,26.91,2/4/2024,357
STS-107,H,32.12,2/4/2024,457
STS-019,H,46.91,2/4/2024,3103
STS-255,H,21.29,2/4/2024,379
STS-059,H,27.41,2/4/2024,400
STS-016,H,81.44,2/4/2024,5390
STS-104,C,52.87,2/4/2024,816
STS-019,H,269.7,2/4/2024,3141
STS-105,A,104.08,2/4/2024,12862
STS-019,H,385.19,2/4/2024,4480
STS-101,H,443.26,2/4/2024,5281
STS-016,H,471.75,2/4/2024,5543
STS-101,H,473.59,2/4/2024,5492
MFLX-099,A,17.23,2/4/2024,499
MFLX-099,A,4.54,2/4/2024,125
STS-381,A,1009.8,2/3/2024,4053
STS-371,A,835.32,2/3/2024,3363
STS-391,A,644.75,2/3/2024,3358
MFLX-163,NA,223.37,2/3/2024,24275
UFLX-033,A,206.29,2/3/2024,21130
MFLX-025,NA,218.11,2/3/2024,24255
5400-008,A,21.56,2/3/2024,1869
MFLX-144,A,283.41,2/3/2024,65717
MFLX-160,A,150.52,2/3/2024,54937
MFLX-087,A,107.14,2/3/2024,4330
lct27,A,124.94,2/3/2024,90986
STS-277,H,1224.52,2/3/2024,21962
lct16,NA,79.05,2/3/2024,34001
RFLX-007,A,653.73,2/3/2024,7940
UFLX-057,A,128.95,2/3/2024,13850
MFLX-023,NA,372.38,2/3/2024,18335
ctsq56,NA,17.51,2/3/2024,7695
MFLX-035,A,145.11,2/3/2024,27702
UFLX-076,NA,874.59,2/3/2024,3947
MFLX-016,A,196.8,2/3/2024,37002
RFLX-002,A,1020.94,2/3/2024,12250
MFLX-048,NA,86.12,2/3/2024,9568
STS-345,H,569.85,2/3/2024,10233
MFLX-005,A,139.7,2/3/2024,52102
MFLX-095,A,1530.49,2/3/2024,5570
MFLX-079,A,117.95,2/3/2024,6280
MFLX-135,NA,361.42,2/3/2024,18278
MFLX-161,A,64.65,2/3/2024,7303
RFLX-008,A,86.93,2/3/2024,18995
UFLX-027,H,101.02,2/3/2024,16452
STS-309,H,1191.44,2/3/2024,21044
STS-015,H,655.39,2/3/2024,13839
ctsq54,NA,31.5,2/3/2024,10769
MFLX-191,A,254.71,2/3/2024,22135
5400-023,A,64.1,2/3/2024,14372
MFLX-019,A,1096.42,2/3/2024,3900
MFLX-148,A,1300.27,2/3/2024,9178
STS-397,A,205.09,2/3/2024,810
STS-359,C,2047.51,2/3/2024,27996
ctsq47,NA,32.79,2/3/2024,38898
UFLX-078,C,522.67,2/3/2024,6423
MFLX-076,NA,13.69,2/3/2024,798
STS-377,C,1989.77,2/3/2024,26945
STS-266,A,34.92,2/3/2024,9109
MFLX-159,A,271.45,2/3/2024,8999
MFLX-010,NA,43.06,2/3/2024,10922
5400-030,A,7.26,2/3/2024,647
lct36,NA,19.8,2/3/2024,18261
ctsq90,NA,5.96,2/3/2024,11607
MFLX-204,A,11.1,2/3/2024,1734
MFLX-173,A,47.66,2/3/2024,26191
MFLX-083,A,64.62,2/3/2024,2307
ctsq23,NA,7.12,2/3/2024,14645
ctsq37,NA,6.35,2/3/2024,3932
lct63,NA,44.88,2/3/2024,32475
lct38,NA,4.4,2/3/2024,21517
5400-024,NA,5.89,2/3/2024,3599
MFLX-217,A,1837.63,2/3/2024,6543
RFLX-004,A,21.46,2/3/2024,13878
UFLX-041,A,143.1,2/3/2024,12972
UFLX-017,C,546.3,2/3/2024,6741
ctsq39,NA,21.15,2/3/2024,14751
hscq11,NA,0.28,2/3/2024,205
lct56,NA,19.6,2/3/2024,5690
5400-007,NA,2.61,2/3/2024,5632
MFLX-103,NA,50.84,2/3/2024,12370
STS-382,C,227.05,2/3/2024,7686
STS-313,A,235.6,2/3/2024,934
MFLX-064,A,814.63,2/3/2024,5711
STS-004A,H,624.66,2/3/2024,16132
UFLX-028,H,146.83,2/3/2024,7007
MFLX-194,C,565.32,2/3/2024,7909
5400-047,NA,5.55,2/3/2024,3361
MFLX-227,A,124.56,2/3/2024,49851
MFLX-053,A,27.37,2/3/2024,37523
MFLX-070,C,1948.88,2/3/2024,9899
MFLX-180,A,119.32,2/3/2024,5824
MFLX-202,A,2.55,2/3/2024,184
MFLX-213,A,54.28,2/3/2024,5064
MFLX-218,A,84.63,2/3/2024,4658
MFLX-143,H,39.12,2/3/2024,2967
STS-355,H,349.51,2/3/2024,6170
lct65,NA,14.87,2/3/2024,30696
lct76,A,10.61,2/3/2024,16219
lct96,NA,12.05,2/3/2024,8836
MFLX-069,C,450.02,2/3/2024,26962
UFLX-058,A,1333.33,2/3/2024,24166
MFLX-108,A,160.9,2/3/2024,19737
STS-389,A,136.47,2/3/2024,842
STS-014,C,591.8,2/3/2024,16620
MFLX-215,A,97.46,2/3/2024,4768
STS-347,A,1276.89,2/3/2024,847
MFLX-184,H,62.79,2/3/2024,2327
STS-213,A,1397.11,2/3/2024,814
MFLX-091,A,13.54,2/3/2024,535
MFLX-168,A,12.93,2/3/2024,3884
cts12,NA,4.21,2/3/2024,6134
STS-360,A,375.1,2/3/2024,21126
ctsq30,NA,4.85,2/3/2024,595
UFLX-077,C,345.91,2/3/2024,2276
hscq47,NA,4.32,2/3/2024,6145
FLEX-006,A,47.93,2/3/2024,4217
MFLX-049,A,622.51,2/3/2024,4362
STS-259,A,142.6,2/3/2024,471
MFLX-142,A,18.95,2/3/2024,30296
MFLX-187,A,19.89,2/3/2024,3027
MFLX-078,H,183.88,2/3/2024,31659
STS-110,H,485.83,2/3/2024,12501
hscq27,NA,8.14,2/3/2024,9057
ctsq50,NA,14.72,2/3/2024,37045
MFLX-018,NA,44.74,2/3/2024,226
STS-120,C,68.22,2/3/2024,2254
hscq51,NA,19.25,2/3/2024,26326
MFLX-139,NA,45.95,2/3/2024,228
MFLX-071,NA,37.14,2/3/2024,8024
UFLX-022,NA,112.16,2/3/2024,674
5400-015,A,7.4,2/3/2024,645
MFLX-020,NA,33.39,2/3/2024,1775
5400-029,A,3.76,2/3/2024,296
STS-305,A,102.15,2/3/2024,5835
STS-022,A,312.42,2/3/2024,17278
MFLX-126,A,43.19,2/3/2024,5018
STS-400,C,638.21,2/3/2024,21651
MFLX-097,A,7.44,2/3/2024,3273
MFLX-027,H,45.89,2/3/2024,2034
ctsq84,A,0.41,2/3/2024,192
pilct01,NA,1.04,2/3/2024,2964
lct29,NA,14.93,2/3/2024,37558
STS-392,H,70.68,2/3/2024,1470
ctsq81,A,0.46,2/3/2024,326
MFLX-105,NA,42.3,2/3/2024,236
MFLX-066,NA,21.38,2/3/2024,128
STS-134,C,70.37,2/3/2024,2254
UFLX-049,A,19.53,2/3/2024,168
MFLX-110,NA,52.3,2/3/2024,3225
STS-095,C,70.66,2/3/2024,2254
UFLX-080,C,264.81,2/3/2024,3392
STS-121,C,83.32,2/3/2024,10090
STS-092,C,71.46,2/3/2024,2254
STS-129,C,71.56,2/3/2024,2254
MFLX-030,C,30.37,2/3/2024,13831
STS-399,A,146.55,2/3/2024,582
MFLX-162,NA,3.07,2/3/2024,380
MFLX-062,C,157.16,2/3/2024,7449
MFLX-196,A,12.76,2/3/2024,2414
MFLX-136,NA,63.6,2/3/2024,714
MFLX-072,NA,0.44,2/3/2024,157
MFLX-115,C,4.26,2/3/2024,890
STS-308,A,104.35,2/3/2024,5878
5400-038,H,6.42,2/3/2024,21655
5400-013,H,6.52,2/3/2024,2902
UFLX-062,A,12.01,2/3/2024,1584
MFLX-128,H,6.94,2/3/2024,490
5400-036,H,9.23,2/3/2024,17482
MFLX-106,NA,20.71,2/3/2024,4312
MFLX-106,NA,20.66,2/3/2024,4293
STS-246,A,224.59,2/3/2024,1414
STS-132,C,71.67,2/3/2024,2254
MFLX-011,C,40.83,2/3/2024,23540
RFLX-010,A,112.15,2/3/2024,3451
MFLX-147,H,131.76,2/3/2024,5866
ETS88-022,H,2.43,2/3/2024,334
STS-324,A,13.87,2/3/2024,7365
MFLX-054,C,2.74,2/3/2024,12002
5400-026,H,2.06,2/3/2024,2003
5400-026,H,0.03,2/3/2024,2003
5400-027,A,11.7,2/3/2024,998
MFLX-137,H,1.74,2/3/2024,500
ate01,A,7.21,2/3/2024,4714
cts32,NA,0.19,2/3/2024,168
lct25,H,0.09,2/3/2024,562
lct25,H,0.02,2/3/2024,192
ctsq80,A,0.36,2/3/2024,392
ctsq51,NA,0.31,2/3/2024,188
lct11,A,2.12,2/3/2024,9505
lct46,NA,24.06,2/3/2024,12176
STS-120,C,68.78,2/3/2024,2254
MFLX-074,A,85.32,2/3/2024,8761
lct84,NA,0.23,2/3/2024,869
lct70,NA,0.23,2/3/2024,392
STS-095,C,70.51,2/3/2024,2254
lct68,NA,5.94,2/3/2024,7479
UFLX-078,C,532.11,2/3/2024,6523
STS-122,C,68.32,2/3/2024,2254
5400-043,NA,0.74,2/3/2024,612
5400-043,NA,0.03,2/3/2024,612
UFLX-060,A,40.42,2/3/2024,437
MFLX-098,A,1.21,2/3/2024,151
UFLX-050,A,5.74,2/3/2024,320
STS-134,C,70.57,2/3/2024,2254
MFLX-167,H,8.66,2/3/2024,2814
MFLX-162,NA,1.66,2/3/2024,186
MFLX-162,NA,9.75,2/3/2024,1486
STS-100,C,69.2,2/3/2024,2254
STS-092,C,72.16,2/3/2024,2254
STS-037,A,223.88,2/3/2024,36827
STS-315,A,8.18,2/3/2024,1345
STS-001A,H,101.91,2/3/2024,16163
5400-038,H,6.32,2/3/2024,24181
MFLX-009,A,5.4,2/3/2024,125
5400-034,NA,0.13,2/3/2024,309
5400-034,NA,0.03,2/3/2024,309
FLEX-006,A,1.46,2/3/2024,125
STS-032,NA,0.58,2/3/2024,1289
5400-034,NA,0.16,2/3/2024,215
5400-034,NA,0.03,2/3/2024,215
5400-034,A,0.09,2/3/2024,340
5400-034,NA,0.03,2/3/2024,340
STS-345,H,14.67,2/3/2024,251
MFLX-106,NA,20.75,2/3/2024,4320
STS-245,C,662.02,2/3/2024,22279
MFLX-020,NA,33.67,2/3/2024,1821
STS-250,H,32.45,2/3/2024,861
STS-267,C,650.81,2/3/2024,21926
MFLX-093,A,0.91,2/3/2024,192
MFLX-106,NA,20.74,2/3/2024,4311
5400-035,NA,3.8,2/3/2024,190
MFLX-106,NA,20.73,2/3/2024,4308
MFLX-184,H,3.5,2/3/2024,139
STS-301,A,372.88,2/3/2024,21266
STS-081,C,72.04,2/3/2024,2254
STS-125,A,59.22,2/3/2024,18799
5400-036,H,9.22,2/3/2024,21839
